TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft of Bicycle,2003,1,2,1,0,10XX JERVIS ST,West End,490409.62100200006,5459131.10833
Theft of Bicycle,2003,3,21,17,0,15XX SW MARINE DR,Marpole,489640.091489,5450645.38261
Theft of Bicycle,2003,1,4,15,0,22XX W 1ST AVE,Kitsilano,488652.61530500004,5457580.416230001
Theft of Bicycle,2003,2,17,0,0,10XX JERVIS ST,West End,490322.69212200004,5459033.0256199995
Theft of Bicycle,2003,9,5,18,0,22XX W 1ST AVE,Kitsilano,488662.121938,5457580.15769
Theft of Bicycle,2003,11,11,4,15,22XX W 1ST AVE,Kitsilano,488706.48623100005,5457578.95113
Theft of Bicycle,2003,2,27,10,13,15XX ROBSON ST,West End,490445.60661300004,5459579.9648
Theft of Bicycle,2003,10,4,18,15,CARDERO ST / ROBSON ST,West End,490380.789372,5459638.07881
Theft of Bicycle,2003,9,21,15,30,10XX IRONWORK PASS,Fairview,490704.97064099996,5457253.0549099995
Theft of Bicycle,2003,8,9,17,59,8XX CARDERO ST,West End,490360.780874,5459612.59956
Theft of Bicycle,2003,9,7,20,0,15XX PENDRELL ST,West End,490074.359374,5459165.7758599995
Theft of Bicycle,2003,2,26,11,20,8XX DENMAN ST,West End,490056.682166,5459766.81123
Theft of Bicycle,2003,8,22,22,0,22XX W 39TH AVE,Arbutus Ridge,488378.846808,5453753.98574
Theft of Bicycle,2003,2,26,19,30,8XX DENMAN ST,West End,490056.682166,5459766.81123
Theft of Bicycle,2003,3,28,14,0,8XX DENMAN ST,West End,490056.682166,5459766.81123
Theft of Bicycle,2003,9,8,20,0,22XX W 3RD AVE,Kitsilano,488682.31864899996,5457374.1754
Theft of Bicycle,2003,8,6,18,0,8XX DENMAN ST,West End,490056.682166,5459766.81123
Theft of Bicycle,2003,5,22,5,45,10XX HOWE ST,Central Business District,490922.686025,5458529.75227
Theft of Bicycle,2003,6,29,1,10,39XX W BROADWAY AVE,West Point Grey,486126.66212600004,5456881.098730001
Theft of Bicycle,2003,9,23,19,30,15XX NELSON ST,West End,490217.572026,5459328.080680001
Theft of Bicycle,2003,3,22,16,0,15XX SW MARINE DR,Marpole,489640.091489,5450645.38261
Theft of Bicycle,2003,8,17,2,0,CARDERO ST / W GEORGIA ST,West End,490503.47591000004,5459766.66837
Theft of Bicycle,2003,9,11,3,0,8XX BUTE ST,West End,490638.650607,5459126.96804
Theft of Bicycle,2003,5,23,0,0,15XX VICTORIA DR,Grandview-Woodland,495212.864354,5457581.37545
Theft of Bicycle,2003,10,9,17,0,22XX PRINCE EDWARD ST,Mount Pleasant,493036.88041000004,5456929.50907
Theft of Bicycle,2003,11,15,12,0,22XX PRINCE EDWARD ST,Mount Pleasant,493036.88041000004,5456929.50907
Theft of Bicycle,2003,7,2,13,0,8XX BURRARD ST,Central Business District,491066.19318199996,5458945.81156
Theft of Bicycle,2003,7,13,15,45,8XX BURRARD ST,Central Business District,491066.19318199996,5458945.81156
Theft of Bicycle,2003,7,12,12,45,CARRALL ST / E CORDOVA ST,Central Business District,492416.833645,5458858.14112
Theft of Bicycle,2003,1,31,18,30,22XX REDBUD LANE,Kitsilano,488589.210367,5456537.2595
Theft of Bicycle,2003,7,2,15,45,3XX COLUMBIA ST,Central Business District,492569.737707,5458841.336759999
Theft of Bicycle,2003,4,7,9,10,CARRALL ST / E CORDOVA ST,Central Business District,492416.833645,5458858.14112
Theft of Bicycle,2003,7,29,9,0,15XX W 12TH AVE,Fairview,489844.146377,5456464.04513
Theft of Bicycle,2003,6,1,15,0,CAROLINA ST / E 8TH AVE,Mount Pleasant,493377.356679,5456745.61338
Theft of Bicycle,2003,6,28,11,0,22XX PANDORA ST,Grandview-Woodland,495733.217092,5458922.84189
Theft of Bicycle,2003,3,27,1,0,15XX W 11TH AVE,Fairview,489884.859859,5456563.945730001
Theft of Bicycle,2003,2,19,7,30,3XX CAMBIE ST,Central Business District,492064.400826,5458975.04763
Theft of Bicycle,2003,8,22,16,0,15XX W 11TH AVE,Fairview,489762.90574799996,5456557.10886
Theft of Bicycle,2003,5,20,15,0,LAUREL ST / W BROADWAY AV,Fairview,490965.417784,5456741.28583
Theft of Bicycle,2003,7,30,14,53,12XX HARO ST,West End,490653.300246,5459222.92958
Theft of Bicycle,2003,1,31,14,30,15XX W 11 AV,Fairview,489908.36642399995,5456554.35506
Theft of Bicycle,2003,3,26,22,30,22XX VANNESS AVE,Kensington-Cedar Cottage,495663.926874,5455205.234759999
Theft of Bicycle,2003,1,16,0,0,15XX VINE ST,Kitsilano,488547.792591,5457738.52992
Theft of Bicycle,2003,6,8,0,0,15XX VICTORIA DR,Grandview-Woodland,495212.864354,5457581.37545
Theft of Bicycle,2003,9,9,16,45,3XX ALEXANDER ST,Strathcona,492893.91198000003,5459034.72956
Theft of Bicycle,2003,10,15,11,0,22XX W 12TH AVE,Kitsilano,488578.14054700005,5456487.76935
Theft of Bicycle,2003,6,16,23,0,LAUREL ST / W 70TH AVE,Marpole,490811.28855500004,5450632.02205
Theft of Bicycle,2003,8,26,13,0,3XX GORE AVE,Strathcona,492907.284054,5458832.94556
Theft of Bicycle,2003,5,21,18,30,15XX W BROADWAY AVE,Fairview,489860.338642,5456764.12914
Theft of Bicycle,2003,10,27,18,0,15XX W BROADWAY AVE,Fairview,489909.73599899997,5456763.27822
Theft of Bicycle,2003,6,4,16,45,16XX DAVIE ST,West End,489871.119718,5459223.30475
Theft of Bicycle,2003,5,1,18,45,16XX DAVIE ST,West End,489871.119718,5459223.30475
Theft of Bicycle,2003,3,19,0,0,3XX W 7TH AVE,Mount Pleasant,491846.74659700005,5456903.62886
Theft of Bicycle,2003,3,1,22,0,16XX CYPRESS ST,Kitsilano,489247.664558,5457573.46447
Theft of Bicycle,2003,3,1,0,0,16XX CYPRESS ST,Kitsilano,489247.664558,5457573.46447
Theft of Bicycle,2003,4,9,19,0,21XX W 3RD AVE,Kitsilano,488879.886153,5457369.4484
Theft of Bicycle,2003,10,7,20,15,16XX CYPRESS ST,Kitsilano,489240.24005600007,5457635.768680001
Theft of Bicycle,2003,7,4,8,30,21XX W 41ST AVE,Kerrisdale,488554.388271,5453544.17863
Theft of Bicycle,2003,3,5,21,30,16XX COMMERCIAL DR,Grandview-Woodland,494937.783236,5457523.77238
Theft of Bicycle,2003,5,5,0,0,12XX COMOX ST,West End,490396.628692,5459010.512
Theft of Bicycle,2003,9,20,17,0,12XX COMOX ST,West End,490396.628692,5459010.512
Theft of Bicycle,2003,10,26,22,0,3XX W 16TH AVE,Mount Pleasant,491857.955149,5456014.7487699995
Theft of Bicycle,2003,3,26,0,0,3XX W 16TH AVE,Riley Park,491850.78485200007,5456005.806580001
Theft of Bicycle,2003,6,18,18,0,86XX OSLER ST,Marpole,490405.59185,5450531.11047
Theft of Bicycle,2003,6,22,1,0,3XX W 15TH AVE,Mount Pleasant,491907.80318000005,5456118.71673
Theft of Bicycle,2003,12,15,19,30,21XX W 4TH AVE,Kitsilano,488864.476266,5457268.94703
Theft of Bicycle,2003,1,4,20,0,12XX COMOX ST,West End,490425.33461400005,5458969.19736
Theft of Bicycle,2003,9,12,9,0,3XX W 13TH AVE,Mount Pleasant,491878.766754,5456300.70471
Theft of Bicycle,2003,6,22,4,50,16XX CEDAR CRES,Shaughnessy,489560.642273,5455951.400640001
Theft of Bicycle,2003,5,24,17,0,10XX QUEBEC ST,Central Business District,492586.91498299997,5458039.829419999
Theft of Bicycle,2003,10,4,5,50,3XX W 12TH AVE,Mount Pleasant,491895.666876,5456410.71423
Theft of Bicycle,2003,1,18,22,50,16XX DAVIE ST,West End,489895.974429,5459185.573919999
Theft of Bicycle,2003,5,15,20,0,10XX RICHARDS ST,Central Business District,491190.689575,5458356.5276
Theft of Bicycle,2003,8,27,23,0,16XX DISCOVERY ST,West Point Grey,485255.22281199996,5457814.4516
Theft of Bicycle,2003,10,5,15,15,12XX CARTWRIGHT ST,Fairview,490393.59874799993,5457421.78047
Theft of Bicycle,2003,6,6,20,0,10XX SCANTLINGS AVE,Fairview,490704.161499,5457212.809119999
Theft of Bicycle,2003,7,28,10,0,3XX W GEORGIA ST,Central Business District,491651.565303,5458615.15115
Theft of Bicycle,2003,7,16,11,0,3XX W GEORGIA ST,Central Business District,491651.565303,5458615.15115
Theft of Bicycle,2003,4,3,18,0,COMMERCIAL DR / E 1ST AVE,Grandview-Woodland,494931.31955200003,5457427.47177
Theft of Bicycle,2003,6,8,18,0,10XX SCANTLINGS AVE,Fairview,490671.258612,5457176.62248
Theft of Bicycle,2003,6,19,14,0,3XX W GEORGIA ST,Central Business District,491651.565303,5458615.15115
Theft of Bicycle,2003,6,6,12,0,3XX W GEORGIA ST,Central Business District,491651.565303,5458615.15115
Theft of Bicycle,2003,5,27,15,0,3XX W GEORGIA ST,Central Business District,491651.565303,5458615.15115
Theft of Bicycle,2003,5,3,15,30,3XX W GEORGIA ST,Central Business District,491651.565303,5458615.15115
Theft of Bicycle,2003,3,31,17,15,3XX W GEORGIA ST,Central Business District,491651.565303,5458615.15115
Theft of Bicycle,2003,6,13,22,0,3XX W 12TH AVE,Mount Pleasant,491869.42981999996,5456402.051419999
Theft of Bicycle,2003,5,18,17,0,21XX W 1ST AVE,Kitsilano,488742.775151,5457577.97511
Theft of Bicycle,2003,3,6,12,0,3XX W GEORGIA ST,Central Business District,491651.565303,5458615.15115
Theft of Bicycle,2003,1,20,15,0,3XX W GEORGIA ST,Central Business District,491651.565303,5458615.15115
Theft of Bicycle,2003,4,6,0,1,84XX JELLICOE ST,Killarney,496530.338422,5450461.11312
Theft of Bicycle,2003,1,14,16,46,3XX W GEORGIA ST,Central Business District,491651.565303,5458615.15115
Theft of Bicycle,2003,1,8,14,0,16XX DURANLEAU ST,Fairview,490105.444078,5457699.53089
Theft of Bicycle,2003,12,10,8,0,85XX LIGHTHOUSE WAY,Killarney,496436.15825,5450365.18855
Theft of Bicycle,2003,8,23,14,45,16XX DURANLEAU ST,Fairview,490103.974282,5457641.26267
Theft of Bicycle,2003,6,7,12,0,21XX W 2ND AVE,Kitsilano,488730.79970100004,5457480.099359999
Theft of Bicycle,2003,6,8,10,0,21XX W 2ND AVE,Kitsilano,488730.79970100004,5457480.099359999
Theft of Bicycle,2003,6,20,7,0,10XX ROBSON ST,West End,490931.058955,5459097.522969999
Theft of Bicycle,2003,5,29,0,0,21XX W 1ST AVE,Kitsilano,488742.775151,5457577.97511
Theft of Bicycle,2003,5,10,20,0,21XX W 7TH AVE,Kitsilano,488752.778545,5456998.98168
Theft of Bicycle,2003,5,13,20,30,21XX W 7TH AVE,Kitsilano,488752.778545,5456998.98168
Theft of Bicycle,2003,6,25,19,0,87XX FRENCH ST,Marpole,489859.325783,5450425.60018
Theft of Bicycle,2003,4,28,18,10,12XX E 15TH AVE,Mount Pleasant,494222.388708,5455997.72899
Theft of Bicycle,2003,6,6,8,35,12XX E 15TH AVE,Mount Pleasant,494233.41355399997,5456006.19891
Theft of Bicycle,2003,8,22,18,0,3XX ROBSON ST,Central Business District,491559.696274,5458460.73616
Theft of Bicycle,2003,11,15,3,0,11XX KELOWNA ST,Hastings-Sunrise,496886.908176,5457960.93327
Theft of Bicycle,2003,2,17,15,0,3XX ROBSON ST,Central Business District,491559.696274,5458460.73616
Theft of Bicycle,2003,6,17,4,0,16XX ADANAC ST,Grandview-Woodland,494719.989366,5458314.30397
Theft of Bicycle,2003,4,15,12,6,CLARK DR / E 19TH AVE,Kensington-Cedar Cottage,494328.81502399995,5455642.451830001
Theft of Bicycle,2003,7,17,8,30,10XX NELSON ST,West End,490822.76712299994,5458727.2301
Theft of Bicycle,2003,2,7,19,0,12XX E 17TH AVE,Kensington-Cedar Cottage,494238.027204,5455841.01841
Theft of Bicycle,2003,6,27,9,30,8X W PENDER ST,Central Business District,492213.97836400004,5458691.50555
Theft of Bicycle,2003,7,16,0,1,16XX ADANAC ST,Grandview-Woodland,494838.227363,5458311.44458
Theft of Bicycle,2003,7,15,20,0,12XX E 22ND AVE,Kensington-Cedar Cottage,494206.456002,5455341.89505
Theft of Bicycle,2003,8,10,17,15,8XX AVISON WAY,Stanley Park,490530.956583,5460905.92687
Theft of Bicycle,2003,8,22,15,0,8XX AVISON WAY,Stanley Park,490530.956583,5460905.92687
Theft of Bicycle,2003,9,21,14,0,JACKSON AVE / UNION ST,Strathcona,493192.78984399996,5458315.645880001
Theft of Bicycle,2003,3,24,1,0,3XX POWELL ST,Strathcona,492994.42574399995,5458930.696169999
Theft of Bicycle,2003,6,3,0,0,10XX NELSON ST,West End,490793.279196,5458756.37798
Theft of Bicycle,2003,4,17,0,0,10XX NELSON ST,West End,490793.279196,5458756.37798
Theft of Bicycle,2003,11,4,20,30,15XX W GEORGIA ST,West End,490582.62599300005,5459679.76869
Theft of Bicycle,2003,9,19,8,50,15XX W GEORGIA ST,West End,490582.62599300005,5459679.76869
Theft of Bicycle,2003,3,26,20,0,JERVIS ST / PENDRELL ST,West End,490262.9671770001,5458982.75474
Theft of Bicycle,2003,7,13,12,0,10XX NELSON ST,West End,490745.02622600005,5458804.07451
Theft of Bicycle,2003,11,28,15,0,3XX RAILWAY ST,Strathcona,492956.59234,5459096.0475
Theft of Bicycle,2003,10,11,19,0,10XX WOLFE AVE,Shaughnessy,490630.813326,5455687.39169
Theft of Bicycle,2003,8,7,18,0,16XX BARCLAY ST,West End,490219.54312299995,5459485.4477699995
Theft of Bicycle,2003,6,13,23,0,10XX PACIFIC BLVD,Central Business District,491623.24296099995,5457933.47624
Theft of Bicycle,2003,7,7,22,0,88XX MONTCALM ST,Marpole,490070.185705,5450289.48369
Theft of Bicycle,2003,2,9,23,0,89XX HUDSON ST,Marpole,490177.69253999996,5450074.86387
Theft of Bicycle,2003,6,26,0,15,8X E 26TH AVE,Riley Park,492468.929303,5455039.54731
Theft of Bicycle,2003,7,29,18,30,HOWE ST / ROBSON ST,Central Business District,491211.475209,5458814.38906
Theft of Bicycle,2003,8,24,9,48,HOWE ST / ROBSON ST,Central Business District,491211.475209,5458814.38906
Theft of Bicycle,2003,7,28,7,0,21XX W 7TH AVE,Kitsilano,488863.18236700003,5456996.16964
Theft of Bicycle,2003,7,28,22,0,12XX DAVIE ST,West End,490265.570917,5458833.881630001
Theft of Bicycle,2003,10,12,0,0,21XX W 8TH AVE,Kitsilano,488791.9655,5456897.38574
Theft of Bicycle,2003,10,14,19,0,21XX W 8TH AVE,Kitsilano,488795.14762,5456897.309830001
Theft of Bicycle,2003,8,4,0,0,12XX DAVIE ST,West End,490292.516434,5458794.49757
Theft of Bicycle,2003,7,27,20,30,3XX SE MARINE DR,Sunset,492803.408797,5450906.17394
Theft of Bicycle,2003,8,26,11,57,10XX PACIFIC ST,West End,490344.55128,5458270.54629
Theft of Bicycle,2003,8,10,13,0,HOWE ST / SMITHE ST,Central Business District,491095.17034300003,5458699.54761
Theft of Bicycle,2003,8,3,22,0,12XX DENMAN ST,West End,489687.937887,5459395.55476
Theft of Bicycle,2003,7,7,8,30,10XX PACIFIC ST,West End,490284.26629799994,5458343.17033
Theft of Bicycle,2003,2,11,8,0,10XX PACIFIC ST,West End,490284.26629799994,5458343.17033
Theft of Bicycle,2003,9,18,22,10,COLLINGWOOD ST / W BROADWAY AVE,Kitsilano,486769.069176,5456853.76673
Theft of Bicycle,2003,10,10,17,45,3XX TERMINAL AVE,Strathcona,492876.03737700003,5457737.26924
Theft of Bicycle,2003,10,6,12,45,3XX TERMINAL AVE,Strathcona,492876.03737700003,5457737.26924
Theft of Bicycle,2003,7,11,21,30,21XX WILLIAM ST,Grandview-Woodland,495569.960483,5457899.0049
Theft of Bicycle,2003,6,27,14,15,HOWE ST / W CORDOVA ST,Central Business District,491719.48244799994,5459323.80855
Theft of Bicycle,2003,1,27,20,0,21XX YEW ST,Kitsilano,488705.374509,5457161.20331
Theft of Bicycle,2003,12,25,18,0,8X W PENDER ST,Central Business District,492208.5573229999,5458692.99732
Theft of Bicycle,2003,4,8,18,0,10XX WOLFE AVE,Shaughnessy,490706.80991099996,5455544.44731
Theft of Bicycle,2003,7,15,10,0,20XX BEACH AVE,West End,489365.99954,5459777.69291
Theft of Bicycle,2003,10,10,18,13,11XX ALBERNI ST,West End,490894.95337799995,5459283.88724
Theft of Bicycle,2003,5,6,8,57,11XX GRANVILLE ST,Central Business District,490934.33565,5458381.28464
Theft of Bicycle,2003,6,23,10,30,1XX DAVIE ST,Central Business District,491253.936408,5457835.57666
Theft of Bicycle,2003,7,25,2,0,62XX KINGS LYNN ST,Killarney,498111.97659,5452785.59261
Theft of Bicycle,2003,10,3,20,0,1XX DAVIE ST,Central Business District,491262.81927399995,5457826.81288
Theft of Bicycle,2003,4,13,12,0,1XX DRAKE ST,Central Business District,491015.803404,5457857.01717
Theft of Bicycle,2003,6,15,11,0,11XX PENDRELL ST,West End,490439.73267600004,5458801.36921
Theft of Bicycle,2003,3,28,17,0,18XX LARCH ST,Kitsilano,488194.640288,5457442.74555
Theft of Bicycle,2003,9,24,23,0,18XX HARO ST,West End,490000.77514499996,5459854.803280001
Theft of Bicycle,2003,6,15,2,0,63XX OAK ST,Oakridge,490665.12239300006,5452764.04604
Theft of Bicycle,2003,5,16,20,40,64XX CROWN ST,Musqueam,485684.66349799995,5452791.7949
Theft of Bicycle,2003,6,15,17,0,64XX LANARK ST,Victoria-Fraserview,494478.69542700006,5452602.28668
Theft of Bicycle,2003,7,25,9,0,64XX SALISH DR,Musqueam,485651.51675500005,5452823.8433
Theft of Bicycle,2003,6,17,18,39,64XX VICTORIA DR,Victoria-Fraserview,495217.275453,5452521.39105
Theft of Bicycle,2003,8,9,16,0,1XX E 16TH AVE,Riley Park,492561.58853,5455981.06746
Theft of Bicycle,2003,10,25,5,0,18XX GRANT ST,Grandview-Woodland,495151.828867,5457611.41675
Theft of Bicycle,2003,11,7,18,28,5XX ALEXANDER ST,Strathcona,493327.10998,5459021.78749
Theft of Bicycle,2003,6,19,21,0,11XX GILFORD ST,West End,489677.27243500005,5459612.6816
Theft of Bicycle,2003,9,30,6,0,1XX E 28TH AVE,Riley Park,492441.869522,5454806.57879
Theft of Bicycle,2003,11,30,14,0,1XX E 28TH AVE,Riley Park,492441.869522,5454806.57879
Theft of Bicycle,2003,4,10,19,30,5X W HASTINGS ST,Central Business District,492307.462034,5458786.38129
Theft of Bicycle,2003,7,4,17,0,11XX RICHARDS ST,Central Business District,490981.51697399997,5458146.72555
Theft of Bicycle,2003,5,25,7,3,11XX GRANVILLE ST,Central Business District,490934.33565,5458381.28464
Theft of Bicycle,2003,7,29,10,0,18XX MAPLE ST,Kitsilano,489066.918662,5457462.01941
Theft of Bicycle,2003,6,17,17,30,62XX KILLARNEY ST,Killarney,496685.31717399997,5452639.50786
Theft of Bicycle,2003,6,15,14,20,62XX CAMBIE ST,Oakridge,491507.481132,5452828.76955
Theft of Bicycle,2003,1,5,15,0,19XX WHYTE AVE,Kitsilano,489170.638417,5458072.07455
Theft of Bicycle,2003,5,15,12,0,18XX SPYGLASS PL,Fairview,491610.06412600004,5457430.67122
Theft of Bicycle,2003,1,18,17,11,18XX SPYGLASS PL,Fairview,491610.06412600004,5457430.67122
Theft of Bicycle,2003,5,31,17,30,5XX E PENDER ST,Strathcona,493330.842624,5458608.509269999
Theft of Bicycle,2003,2,27,18,30,19XX YORK AVE,Kitsilano,489128.32596499997,5457655.0316699995
Theft of Bicycle,2003,4,11,23,0,19XX YORK AVE,Kitsilano,489128.32596499997,5457655.0316699995
Theft of Bicycle,2003,4,15,0,0,19XX YORK AVE,Kitsilano,489206.88875600003,5457652.896930001
Theft of Bicycle,2003,6,17,17,20,11XX HARO ST,West End,490767.437151,5459107.50235
Theft of Bicycle,2003,2,9,16,0,18XX ROBSON ST,West End,490140.045613,5459870.085080001
Theft of Bicycle,2003,7,9,15,0,11XX NICOLA ST,West End,490118.80070200004,5459197.35399
Theft of Bicycle,2003,3,28,2,0,5X W CORDOVA ST,Central Business District,492324.634371,5458890.854230001
Theft of Bicycle,2003,8,22,15,0,60XX FRASER ST,Sunset,493406.98353500006,5452966.90789
Theft of Bicycle,2003,8,18,22,29,5XX E 13TH AVE,Mount Pleasant,493350.89598599996,5456237.069630001
Theft of Bicycle,2003,12,5,18,30,60XX TISDALL ST,Oakridge,491131.031103,5453126.956619999
Theft of Bicycle,2003,6,19,20,0,1X WATER ST,Central Business District,492388.64716800005,5458981.75452
Theft of Bicycle,2003,10,24,20,30,18XX RENFREW ST,Hastings-Sunrise,496776.63702200004,5457267.75471
Theft of Bicycle,2003,12,7,8,0,60XX WILLOW ST,Oakridge,491019.04280600004,5453117.64885
Theft of Bicycle,2003,2,4,3,42,5XX DUNSMUIR ST,Central Business District,491669.225526,5458852.5070400005
Theft of Bicycle,2003,7,9,22,30,DUNSMUIR ST / SEYMOUR ST,Central Business District,491607.515469,5458920.9835
Theft of Bicycle,2003,10,20,18,0,11XX HAMILTON ST,Central Business District,491150.531551,5458099.9036
Theft of Bicycle,2003,1,13,0,0,18XX PENDRELL ST,West End,489742.382968,5459504.568419999
Theft of Bicycle,2003,8,2,19,0,E BROADWAY AVE / MAIN ST,Mount Pleasant,492648.256903,5456688.49724
Theft of Bicycle,2003,4,18,22,0,5XX E 15TH AVE,Mount Pleasant,493200.230582,5456069.35623
Theft of Bicycle,2003,12,15,16,0,19XX WHYTE AVE,Kitsilano,489132.127967,5458073.1550199995
Theft of Bicycle,2003,8,10,20,0,5X W CORDOVA ST,Central Business District,492321.982828,5458882.10309
Theft of Bicycle,2003,10,2,8,30,1XX E 3RD AVE,Mount Pleasant,492609.251594,5457284.36114
Theft of Bicycle,2003,9,28,18,0,58XX VINE ST,Kerrisdale,488357.920829,5453402.03477
Theft of Bicycle,2003,12,28,5,55,11XX E GEORGIA ST,Strathcona,494152.15126499993,5458384.2718400005
Theft of Bicycle,2003,12,11,10,30,11XX E GEORGIA ST,Strathcona,494152.15126499993,5458384.2718400005
Theft of Bicycle,2003,8,19,14,10,11XX ROBSON ST,West End,490909.53340600006,5459106.020169999
Theft of Bicycle,2003,7,13,10,47,E HASTINGS ST / GORE AVE,Strathcona,492911.355271,5458733.336759999
Theft of Bicycle,2003,10,28,20,30,58XX PRINCE EDWARD ST,Sunset,492911.967908,5453186.5245199995
Theft of Bicycle,2003,8,22,13,0,18XX E GEORGIA ST,Grandview-Woodland,495038.531637,5458409.06573
Theft of Bicycle,2003,5,6,23,0,58XX LINCOLN ST,Killarney,498078.571311,5453103.852469999
Theft of Bicycle,2003,11,9,0,0,58XX LARCH ST,Kerrisdale,488153.61827299994,5453407.628269999
Theft of Bicycle,2003,9,22,12,0,18XX E 8TH AVE,Grandview-Woodland,495194.94015,5456717.41677
Theft of Bicycle,2003,11,7,18,0,58XX LARCH ST,Kerrisdale,488153.61827299994,5453407.628269999
Theft of Bicycle,2003,5,8,20,0,18XX E 35TH AVE,Kensington-Cedar Cottage,495026.16040299996,5453952.85754
Theft of Bicycle,2003,3,21,21,50,1XX E HASTINGS ST,Central Business District,492571.648949,5458738.74361
Theft of Bicycle,2003,7,2,7,10,1XX E HASTINGS ST,Central Business District,492571.648949,5458738.74361
Theft of Bicycle,2003,10,4,14,30,57XX OAK ST,Oakridge,490678.71521899995,5453396.72123
Theft of Bicycle,2003,7,23,19,30,18XX COMOX ST,West End,489832.42651099997,5459558.8357
Theft of Bicycle,2003,12,17,13,45,57XX MAIN ST,Sunset,492614.24207700003,5453360.7350699995
Theft of Bicycle,2003,7,15,23,0,18XX COMOX ST,West End,489832.42651099997,5459558.8357
